field_id,field_name,commodity_2023,field_acres,year,yield_bu_ac,avg_temp_c,max_temp_c,min_temp_c,annual_precip_mm,avg_rh_pct,avg_wind_m_s
F050,Quiet Acres,Corn,78,2025,210.6,14.276164383561644,44.7,-14.3,278.7,68.20657534246575,5.617260273972604
F051,Hidden Valley,Wheat,159,2025,52.6,14.281643835616439,44.6,-17.1,325.4,70.07890410958903,5.805205479452055
F052,Dew Point,Alfalfa,137,2025,12.0,14.15808219178082,42.8,-17.1,333.3,69.71534246575342,5.687123287671233
F053,Morning Mist,Alfalfa,197,2025,10.5,14.234246575342466,43.0,-18.1,243.0,70.73095890410958,5.660821917808219
F054,Evening Shade,Wheat,163,2025,48.9,14.417260273972603,44.1,-16.8,286.4,67.73561643835616,5.934520547945206
F055,Sunrise Field,Corn,171,2025,192.5,11.505479452054795,45.0,-19.1,261.6,68.61205479452055,5.395890410958904
F056,Sunset Meadow,Wheat,242,2025,67.9,12.986301369863014,42.8,-17.1,361.7,68.34794520547945,5.645205479452055
F057,Twilight Pasture,Corn,130,2025,232.9,13.315068493150685,48.7,-17.5,301.0,67.73342465753424,5.725479452054795
F058,Dawn Creek,Soybeans,98,2025,64.8,12.706849315068494,41.6,-19.7,299.1,68.35561643835617,5.771232876712329
F059,Dusk Valley,Wheat,96,2025,53.1,13.958082191780822,42.8,-14.4,392.8,70.59561643835617,5.6846575342465755
F060,Blue Sky,Soybeans,66,2025,67.6,14.022739726027398,43.0,-17.9,390.5,68.54630136986302,5.581643835616438
F061,Green Leaf,Corn,104,2025,173.9,14.432054794520548,46.2,-17.2,314.7,68.77917808219179,5.745479452054794
F062,Golden Sun,Corn,226,2025,215.3,13.00054794520548,45.1,-19.5,394.0,70.27095890410959,5.574520547945205
F063,Silver Moon,Alfalfa,202,2025,10.5,13.629041095890411,42.2,-19.2,324.8,69.27013698630137,5.736712328767124
F064,Red Barn,Corn,171,2025,223.2,13.312602739726028,42.6,-15.6,355.3,69.09260273972602,5.702191780821918
F065,White Fence,Soybeans,202,2025,61.9,12.661643835616438,44.1,-18.4,320.9,69.27178082191782,5.70082191780822
F066,Old Mill,Corn,111,2025,207.8,13.254246575342465,40.7,-16.4,344.1,70.56849315068493,5.709041095890411
F067,Country Road,Soybeans,215,2025,73.0,12.746849315068495,45.4,-16.1,306.7,70.11041095890411,5.644383561643835
F068,Farm House,Corn,66,2025,231.5,13.367945205479453,43.9,-16.7,244.7,68.89643835616438,5.643287671232877
F069,Pond Side,Corn,66,2025,231.4,11.74931506849315,41.1,-19.0,323.0,69.21753424657534,5.565205479452055
F070,Woods Edge,Soybeans,107,2025,59.1,13.766849315068493,42.6,-18.6,246.9,69.66191780821917,5.775616438356164
F071,Garden Spot,Alfalfa,70,2025,10.2,13.822465753424657,44.5,-15.3,343.6,68.58356164383562,5.716986301369863
F072,Harvest Moon,Wheat,194,2025,55.8,13.817260273972604,43.8,-17.0,353.0,69.78794520547945,5.673698630136987
F073,Spring Rain,Soybeans,225,2025,76.6,13.499726027397259,45.6,-17.8,338.8,70.00794520547946,5.557534246575343
F074,Winter Snow,Corn,228,2025,225.6,14.73972602739726,42.8,-16.2,286.6,69.18575342465753,5.737534246575342
F075,Summer Heat,Alfalfa,215,2025,11.5,12.28876712328767,40.3,-19.7,314.5,68.97287671232877,5.698904109589041
F076,Fall Leaves,Soybeans,176,2025,79.5,13.12849315068493,45.0,-19.2,245.7,68.64767123287672,5.587671232876712
F077,North Ridge,Soybeans,185,2025,70.4,13.865479452054794,45.9,-16.7,411.2,69.34575342465753,5.575342465753424
F078,South Slope,Alfalfa,238,2025,10.4,14.194520547945206,45.5,-19.2,279.5,69.01260273972602,5.748767123287672
F079,East Valley,Soybeans,174,2025,71.7,15.202191780821918,43.6,-15.5,351.1,70.05369863013698,5.742191780821918
F080,West Hill,Wheat,172,2025,48.9,13.184657534246574,43.2,-18.6,268.7,68.40493150684931,5.668219178082192
F081,Center Field,Corn,220,2025,209.1,13.509041095890412,42.2,-16.9,317.4,69.09835616438356,5.736164383561643
F082,Middle Pasture,Alfalfa,78,2025,11.1,14.32219178082192,46.9,-15.1,340.3,69.42575342465754,5.605753424657534
F083,Upper Meadow,Wheat,221,2025,50.8,12.80027397260274,42.5,-15.3,246.7,68.79890410958903,5.615616438356164
F084,Lower Creek,Alfalfa,207,2025,11.4,15.440000000000001,46.6,-18.3,201.8,68.30767123287671,5.601369863013699
F085,Upper Ridge,Alfalfa,138,2025,11.0,12.34191780821918,41.6,-18.3,286.6,68.5095890410959,5.621095890410959
F086,Lower Valley,Corn,114,2025,198.3,13.354794520547944,43.6,-21.4,258.8,68.01260273972602,5.747945205479452
F087,Highland,Alfalfa,247,2025,9.4,13.923287671232877,44.1,-18.8,320.8,68.78493150684932,5.785753424657535
F088,Lowland,Corn,74,2025,200.0,12.979452054794521,44.7,-20.1,313.4,68.59013698630137,5.409589041095891
F089,Prime Acres,Corn,56,2025,199.4,14.65808219178082,47.4,-18.1,334.6,68.9641095890411,5.682191780821918
F090,Heritage Farm,Wheat,58,2025,45.7,13.990410958904109,42.4,-16.1,281.5,69.0813698630137,5.726575342465753
F091,Family Fields,Soybeans,98,2025,71.3,13.83808219178082,42.2,-15.0,290.7,69.89945205479452,5.6219178082191785
F092,Legacy Pasture,Corn,174,2025,202.6,13.136712328767123,43.7,-20.4,275.6,69.01835616438356,5.676986301369863
F093,Founders Field,Alfalfa,98,2025,10.0,14.259178082191783,44.9,-14.6,253.8,68.52575342465754,5.725479452054795
F094,Pioneer Plot,Alfalfa,199,2025,9.4,12.53041095890411,40.5,-17.5,327.1,68.53342465753425,5.527945205479452
F095,Settlement Field,Wheat,54,2025,64.0,13.125205479452054,44.3,-19.2,238.29999999999998,68.31671232876712,5.691780821917808
F096,Homestead Meadow,Soybeans,242,2025,67.3,12.28876712328767,40.3,-19.7,314.5,68.97287671232877,5.698904109589041
F097,Colonial Creek,Alfalfa,116,2025,9.6,13.00054794520548,45.1,-19.5,394.0,70.27095890410959,5.574520547945205
F098,Historic Farm,Corn,180,2025,236.8,13.189315068493151,43.0,-19.3,275.0,69.96849315068494,5.683561643835616
F099,Liberty Field,Soybeans,54,2025,41.9,13.94054794520548,47.4,-17.7,340.3,68.57534246575342,5.613150684931507
F100,Freedom Pasture,Wheat,150,2025,68.5,13.152602739726026,44.4,-17.9,333.1,70.02712328767123,5.704931506849316
F101,Prairie Wind,Wheat,214,2025,63.6,12.57972602739726,43.3,-18.1,250.3,69.10602739726028,5.546849315068493
F102,Golden Harvest,Wheat,156,2025,43.3,13.840000000000002,45.6,-18.4,308.6,68.53424657534246,5.701095890410959
F103,Sunny Slope,Wheat,236,2025,53.1,14.959178082191782,45.9,-14.4,301.7,69.46000000000001,5.816712328767123
F104,Rolling Hills,Soybeans,56,2025,71.9,13.180821917808219,45.3,-16.5,325.1,70.01452054794521,5.610684931506849
F105,Meadow Brook,Wheat,213,2025,45.3,11.775342465753425,42.0,-22.0,241.1,69.26712328767124,5.563013698630137
F106,Old Farmstead,Soybeans,241,2025,74.5,12.60876712328767,43.6,-16.7,368.0,69.81424657534247,5.577260273972603
F107,River Valley,Soybeans,247,2025,52.6,13.688219178082191,45.3,-16.3,329.2,69.0227397260274,5.583561643835616
F108,Creek Side,Soybeans,235,2025,45.8,12.310958904109588,41.7,-17.0,342.59999999999997,68.82191780821918,5.638082191780822
F109,Hilltop View,Alfalfa,53,2025,11.3,13.227945205479452,43.5,-16.0,280.9,68.65150684931507,5.656986301369863
F110,Valley Floor,Alfalfa,218,2025,9.1,13.12849315068493,45.0,-19.2,245.7,68.64767123287672,5.587671232876712
F111,North Pasture,Soybeans,193,2025,57.8,13.127123287671232,42.7,-18.0,254.5,68.29808219178082,5.6438356164383565
F112,South Meadow,Alfalfa,124,2025,11.3,12.703835616438354,40.6,-18.8,279.6,68.51287671232878,5.525205479452055
F113,East Ridge,Alfalfa,80,2025,9.4,14.077808219178081,46.0,-16.7,274.3,67.71506849315068,5.83013698630137
F114,West Field,Corn,127,2025,208.8,13.709863013698632,41.8,-15.8,248.6,67.94958904109589,5.456712328767123
F115,Center Pasture,Alfalfa,208,2025,11.9,13.5213698630137,44.1,-18.4,324.9,68.91972602739726,5.6975342465753425
F116,Corner Plot,Corn,162,2025,208.6,12.488767123287671,46.1,-19.3,240.1,68.60876712328768,5.730410958904109
F117,Back Forty,Alfalfa,82,2025,8.7,13.112876712328767,43.8,-17.2,298.4,69.51506849315068,5.668219178082192
F118,Front Acres,Alfalfa,164,2025,10.3,12.003835616438355,40.2,-18.9,299.2,69.6986301369863,5.604109589041096
F119,Home Farm,Corn,202,2025,204.6,11.820273972602738,41.4,-18.2,272.0,68.39287671232877,5.6438356164383565
F120,Cross Creek,Alfalfa,121,2025,10.8,13.215068493150685,43.5,-17.9,284.5,69.03424657534246,5.651232876712328
F121,Deep Water,Corn,230,2025,212.9,13.557534246575342,41.8,-15.8,282.9,70.10712328767123,5.624383561643836
F122,Sandy Loam,Alfalfa,241,2025,10.1,13.720273972602739,41.6,-16.0,384.2,69.52301369863014,5.651780821917808
F123,Clay Bank,Wheat,237,2025,59.2,13.227945205479452,43.5,-16.0,280.9,68.65150684931507,5.656986301369863
F124,Gravel Pit,Wheat,72,2025,52.9,13.648493150684931,44.0,-16.8,368.5,69.64630136986301,5.599178082191781
F125,Timber Edge,Corn,217,2025,230.7,14.003287671232876,43.6,-18.0,346.9,69.14575342465754,5.684109589041095
F126,Oak Hill,Corn,224,2025,223.3,14.352602739726027,41.6,-21.1,370.3,69.16356164383562,5.712328767123288
F127,Maple Grove,Alfalfa,77,2025,10.2,13.238356164383562,42.4,-16.6,259.2,68.39506849315069,5.648767123287672
F128,Cedar Lane,Soybeans,226,2025,58.2,11.996712328767124,44.0,-18.0,297.8,67.86630136986301,5.622191780821917
F129,Pine Ridge,Soybeans,176,2025,61.7,13.441643835616437,43.0,-15.3,351.2,68.32054794520548,5.807123287671232
F130,Birch Run,Alfalfa,80,2025,8.5,13.392876712328766,42.0,-17.6,298.9,68.85342465753425,5.628219178082192
F131,Willow Bend,Soybeans,141,2025,82.1,14.165479452054793,42.6,-15.5,280.6,70.34082191780823,5.5010958904109595
F132,Elm Creek,Corn,241,2025,180.3,12.97041095890411,43.3,-19.8,296.6,68.8909589041096,5.6528767123287675
F133,Ash Grove,Corn,236,2025,225.6,13.418082191780822,44.5,-17.6,260.1,69.00082191780822,5.601917808219178
F134,Spruce Point,Wheat,109,2025,69.3,12.163835616438357,41.5,-16.3,276.5,69.16986301369863,5.70082191780822
F135,Fir Branch,Wheat,224,2025,65.8,14.534520547945206,44.5,-16.9,347.6,70.73972602739725,5.658082191780822
F136,Juniper Field,Alfalfa,94,2025,9.5,13.69095890410959,43.7,-16.9,334.40000000000003,68.81068493150686,5.729589041095891
F137,Cypress Swamp,Soybeans,90,2025,65.1,12.59835616438356,41.2,-15.8,309.2,69.49616438356163,5.58986301369863
F138,Redbud Patch,Corn,183,2025,217.7,13.441643835616437,43.0,-15.3,351.2,68.32054794520548,5.807123287671232
F139,Dogwood Corner,Soybeans,193,2025,78.3,13.785479452054794,45.7,-18.3,330.6,68.44739726027397,5.657808219178082
F140,Magnolia Plot,Soybeans,225,2025,76.5,12.645753424657533,43.8,-19.9,254.3,69.91041095890411,5.68931506849315
F141,Hickory Hollow,Wheat,192,2025,70.5,12.448219178082192,43.6,-17.7,305.5,69.04246575342465,5.418356164383562
F142,Walnut Grove,Corn,154,2025,258.3,12.836712328767122,43.2,-18.3,351.7,69.1041095890411,5.568493150684931
F143,Chestnut Hill,Corn,208,2025,186.8,15.19041095890411,45.7,-14.9,291.7,68.52712328767123,5.86054794520548
F144,Sycamore Ridge,Corn,244,2025,257.0,14.07123287671233,43.5,-16.0,267.9,69.37753424657534,5.754520547945206
F145,Poplar Field,Alfalfa,209,2025,10.4,14.057534246575342,44.0,-16.3,287.0,67.88301369863014,5.633424657534246
F146,Cotton Row,Soybeans,234,2025,48.5,13.17013698630137,42.2,-18.4,290.4,68.35452054794521,5.613972602739726
F147,Tobacco Barn,Corn,177,2025,204.4,13.662465753424659,41.3,-17.1,339.4,70.47890410958904,5.737260273972603
F148,Corn Patch,Corn,132,2025,186.2,13.913424657534245,43.9,-16.4,294.9,69.02520547945205,5.726301369863013
F149,Soybean Field,Alfalfa,174,2025,9.6,14.242465753424657,43.8,-18.0,295.2,69.22301369863014,5.791506849315069
F150,Wheat Acre,Corn,180,2025,248.4,12.946849315068494,49.7,-19.9,291.9,69.25342465753425,5.740273972602739
F151,Alfalfa Stand,Wheat,186,2025,76.7,12.60876712328767,43.6,-16.7,368.0,69.81424657534247,5.577260273972603
F152,Clover Field,Soybeans,142,2025,70.8,14.477534246575344,44.1,-16.1,352.2,68.82876712328768,5.664383561643835
F153,Bluegrass Pasture,Soybeans,205,2025,81.0,14.282465753424658,44.0,-18.8,334.8,68.81095890410958,5.766575342465754
F154,Fescue Meadow,Soybeans,158,2025,55.1,14.175068493150684,48.1,-18.2,349.4,70.02493150684931,5.643013698630137
F155,Timothy Lot,Alfalfa,183,2025,11.0,14.796712328767123,46.4,-15.1,320.1,69.48082191780821,5.488219178082192
F156,Brome Grass,Soybeans,76,2025,53.3,13.17013698630137,42.2,-18.4,290.4,68.35452054794521,5.613972602739726
F157,Orchard Row,Corn,89,2025,211.4,13.840000000000002,45.6,-18.4,308.6,68.53424657534246,5.701095890410959
F158,Vineyard Hill,Wheat,77,2025,41.8,14.65808219178082,47.4,-18.1,334.6,68.9641095890411,5.682191780821918
F159,Berry Patch,Wheat,191,2025,56.4,12.42054794520548,39.4,-19.1,352.3,69.46328767123288,5.581095890410959
F160,Vegetable Plot,Alfalfa,168,2025,10.1,13.245205479452055,44.8,-21.6,337.9,69.40109589041096,5.60986301369863
F161,Garden Row,Alfalfa,180,2025,8.8,12.983287671232876,44.2,-17.2,389.0,69.13260273972602,5.689863013698631
F162,Orchard Acre,Corn,145,2025,185.4,12.354520547945205,41.3,-18.6,368.1,69.26191780821918,5.544383561643836
F163,Fruit Grove,Wheat,204,2025,57.4,14.10876712328767,42.7,-16.9,345.4,69.10931506849316,5.677534246575343
F164,Nut Orchard,Alfalfa,150,2025,8.8,14.358630136986301,46.1,-18.3,353.7,68.34356164383561,5.842191780821918
F165,Silage Field,Corn,124,2025,209.2,12.66904109589041,41.2,-21.2,358.7,70.03150684931506,5.546027397260274
F166,Cover Crop,Corn,190,2025,206.0,13.692602739726027,41.9,-16.7,299.6,69.70054794520549,5.637534246575342
F167,Green Manure,Alfalfa,70,2025,10.5,12.97041095890411,43.3,-19.8,296.6,68.8909589041096,5.6528767123287675
F168,Fallow Ground,Soybeans,58,2025,56.1,14.150684931506849,44.1,-15.3,326.0,69.33205479452054,5.635890410958904
F169,Set Aside,Corn,226,2025,218.5,12.387397260273971,46.0,-17.6,342.3,69.8945205479452,5.526301369863013
F170,Conservation Area,Alfalfa,172,2025,11.9,14.287671232876713,44.6,-17.1,361.6,69.06657534246575,5.574246575342466
F171,Wetland Buffer,Alfalfa,236,2025,9.1,13.922739726027398,45.0,-16.9,232.29999999999998,68.57479452054794,5.6438356164383565
F172,Filter Strip,Corn,92,2025,232.9,12.977534246575344,44.6,-18.9,287.9,69.58219178082192,5.54082191780822
F173,Grass Waterway,Wheat,119,2025,66.2,13.039178082191782,41.4,-16.6,314.1,69.80219178082191,5.601643835616438
F174,Terrace Row,Wheat,156,2025,37.8,12.282191780821918,40.7,-18.7,312.4,68.74136986301369,5.451780821917809
F175,Contour Strip,Corn,127,2025,203.2,13.057534246575342,40.5,-22.7,307.5,69.01753424657535,5.705205479452055
F176,Windbreak Lane,Alfalfa,97,2025,9.2,12.512876712328767,44.2,-17.9,329.9,68.26575342465753,5.643013698630137
F177,Shelter Belt,Soybeans,58,2025,76.5,13.442191780821917,43.9,-15.3,283.6,69.18739726027398,5.571780821917808
F178,Hedgerow Field,Soybeans,206,2025,65.5,13.94054794520548,47.4,-17.7,340.3,68.57534246575342,5.613150684931507
F179,Pollinator Patch,Soybeans,89,2025,73.4,13.879726027397261,41.5,-18.5,226.0,68.54602739726027,5.730958904109589
F180,Wildlife Food Plot,Corn,116,2025,239.7,13.179178082191779,45.5,-17.6,386.4,69.75041095890411,5.553698630136986
F181,Native Prairie,Alfalfa,53,2025,9.7,11.597260273972603,41.9,-19.4,223.4,68.02958904109589,5.404383561643836
F182,Restored Wetland,Corn,157,2025,196.6,14.410136986301369,44.3,-16.6,305.4,69.40904109589042,5.693972602739726
F183,Woodland Edge,Corn,180,2025,235.3,12.513698630136986,42.4,-17.4,301.5,69.13205479452056,5.598356164383562
F184,Riparian Zone,Soybeans,141,2025,62.0,14.419178082191781,42.2,-16.6,351.1,70.25369863013698,5.841643835616438
F185,Steep Pasture,Soybeans,66,2025,64.9,13.329041095890412,50.5,-18.0,385.2,68.90191780821918,5.624931506849315
F186,Gentle Slope,Alfalfa,110,2025,9.1,13.51917808219178,44.0,-16.0,307.3,70.02109589041096,5.64931506849315
F187,Level Terrain,Alfalfa,168,2025,9.4,14.144109589041097,45.2,-19.2,298.5,68.74904109589042,5.64958904109589
F188,Rolling Upland,Corn,226,2025,219.6,13.651232876712328,42.3,-16.7,269.3,68.02438356164384,5.713150684931508
F189,Bottom Floodplain,Corn,98,2025,250.9,13.655342465753424,44.5,-19.3,290.5,69.10082191780822,5.656438356164383
F190,Terrace Top,Alfalfa,86,2025,10.7,12.02931506849315,42.0,-20.4,294.8,68.51287671232878,5.459452054794521
F191,Hill Shoulder,Corn,86,2025,203.1,13.643835616438356,43.3,-17.0,266.5,68.44328767123288,5.855068493150685
F192,Valley Bottom,Wheat,122,2025,47.5,13.033698630136987,44.2,-16.2,393.4,69.35945205479452,5.6695890410958905
F193,Plateau Field,Wheat,132,2025,68.5,11.485753424657535,39.7,-19.9,221.6,67.24356164383562,5.641643835616438
F194,Escarpment Edge,Alfalfa,101,2025,10.4,13.793150684931506,44.8,-16.3,302.2,67.66876712328767,5.7753424657534245
F195,Draw Meadow,Alfalfa,67,2025,8.0,13.913424657534245,43.9,-16.4,294.9,69.02520547945205,5.726301369863013
F196,Seepage Area,Wheat,231,2025,66.7,14.123561643835618,42.3,-15.6,278.2,68.66493150684931,5.78986301369863
F197,Spring Fed,Alfalfa,188,2025,10.4,14.403835616438355,46.0,-21.3,262.3,68.1468493150685,5.815068493150685
F198,Rainwater Catch,Soybeans,173,2025,60.9,12.020547945205479,44.0,-19.6,268.9,69.59945205479451,5.5010958904109595
F199,Irrigation Plot,Wheat,96,2025,69.9,13.89123287671233,42.6,-17.8,318.1,70.98739726027398,5.6627397260273975
F200,Dry Land Acre,Wheat,123,2025,50.7,12.585205479452055,42.2,-16.6,311.5,69.59917808219178,5.385205479452055
